ten sach,ten tac gia,gia sach,so luong da ban,so luong binh luan,danh gia trung binh,anh sach
Good Economics for Hard Times,N/A,314000,4,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/bf/3f/5f/83aa63e455d652ff27d4c63ed208dda4.jpg
Sách kinh tế tiếng Anh: THINKING BETTER: The Art of the Shortcut,N/A,429000,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/8a/7a/4b/bc34f2ec237aaa42ba11e08b8116dfbc.jpg
Money: Vintage Minis,YUVAL NOAH HARARI,135600,45,8,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/c7/2f/2a/9351bb810449bc2f399bd0a19298caf5.jpg
The Economists' Hour: How The False Prophets Of Free Markets Fractured Our Society,BINYAMIN APPELBAUM,481400,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/d1/03/1a/e80abc4f7476d36b70094b621230b6e1.jpg
When To Rob A Bank Intl,STEVEN D. LEVITT,196000,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/05/51/71/84c930e8ffb8a8b005599dbc0e112497.jpg
The Black Swan: Second Edition,NASSIM NICHOLAS TALEB,440000,120,14,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/9b/aa/d7/4ac9a80a931678d070c3f0cb0836e546.jpg
Sách - OKRs - Nguyên Lý Và Thực Tiễn ,N/A,111650,7,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/db/de/7e/c5a395fc889d816c09362a7045807699.jpg
The Third Pillar - HOW MARKETS AND THE STATE LEAVE THE COMMUNITY BEHIND,N/A,324000,5,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/21/d3/ec/f47f2b051bb022760164a56256d4de73.jpg
"A World Of Three Zeros: The New Economics Of Zero Poverty, Zero Unemployment, And Zero Net Carbon Emissions",MUHAMMAD YUNUS,328800,8,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/2a/15/ba/d003f5f7e59f6a79ee5e483c24fe8b48.jpg
Sách - Combo Định Giá Thông Minh + Nguyên Tắc Định Giá Thỏa Mãn Người Dùng,NHIEU TAC GIA,298500,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/47/98/6d/c19f7ec0113124084e3914b64e9aff0c.jpg
Sách - Hệ Sinh Thái Toyota,N/A,81000,3,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/38/fd/16/ca7b416aba9cce40d6c9d5b4531c2b33.jpg
Davos Man: How The Billionaires Devoured The World,N/A,473800,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/09/8f/10/d6325a2bf8c725f71816ea830312527a.jpg
Economics 101,ANDREA MILLS,350000,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/bb/fa/16/107021cf2aa838816961a3b977f66156.jpg
