ten sach,ten tac gia,gia sach,so luong da ban,so luong binh luan,danh gia trung binh,anh sach
"Kinh Doanh Thời Trang - 8 Bước Xây Dựng, Vận Hành Và Phát Triển Shop Quần Áo Của Bạn",N/A,155000,395,17,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/05/47/20/875a21672d16ede0f680f5f8f5401952.png
Bí Mật Dotcom (Tái Bản 2021),RUSSEL BRUNSON,149400,330,35,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/0d/40/7a/954287e689037fff27fd6cf7430747df.jpg
Quốc Gia Khởi Nghiệp - Câu Chuyện Về Nền Kinh Tế Thần Kỳ Của Israel (Tái Bản),"DAN SENOR, SAUL SINGER",151000,928,108,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/14/a9/43/d27917a5089c909e2d2affee502eb109.png
Hơn Cả Khởi Nghiệp 2.0 - Xây Dựng Công Ty Từ Khởi Nghiệp Đến Vĩ Đại Trường Tồn,JIM COLLINS,150000,369,32,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/b5/4e/99/199c9f51950250cdaaf885d720351a53.jpg
#Hashtag 03: Retail - Khởi Sự Kinh Doanh Ngành Bán Lẻ,"ENTREPRENEUR PRESS, CIREE LINSENMAN",166000,2389,350,4.7,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/c2/0e/79/c0df3a7a919488e4a23420fbd0da7095.jpg
Khởi Nghiệp Tinh Gọn (The Lean Startup) - Eric Ries - PACE Books,ERIC RIES,129000,655,81,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/9c/32/da/9c5d92057999f5179fb81d1d4ece839e.png
Bộ Sách Khởi Nghiệp Kinh Doanh Online - Marketing và Bán Hàng Hiệu Quả Với Thương Mại Điện Tử Tại Việt Nam,N/A,273000,829,65,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/aa/b9/41/58914fb12b57db9a6e58143718ed5bc4.png
Education - Kinh Doanh Giáo Dục Tại Thị Trường Việt Nam,RIO BOOK,172000,949,85,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/f7/7b/c1/e0c3dea54ee35ef5296746f3284852c6.png
Lối Tắt Khởi Nghiệp - Con Đường Ngắn Từ Tay Trắng Đến Thành Công Bền Vững,TRẦN THANH PHONG,118000,2574,498,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/60/82/1f/ea4bdbe43c788159f84eb30981ec3b3f.png
Khởi Nghiệp Tinh Gọn,JOHN MULLINS,144000,72,3,4.0,https://salt.tikicdn.com/cache/280x280/ts/product/d3/d5/51/58ca2cfc7ffc5244d4b319c0c0262adf.jpg
Sách - Giáo Trình Khởi Sự Kinh Doanh,N/A,118800,6,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/a5/13/94/fac82ecc93d86360578b243352c65476.jpg
Quyền lực biển: Lịch sử và địa - chính trị của các đại dương trên thế giới (Sách tham khảo) (Xuất bản lần thứ hai) (CUON),N/A,180000,15,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/b6/d4/24/28a4a24beeee82b261190b236a6248d0.png
Họ Đã Khởi Nghiệp Thế Nào? Câu Chuyện Khởi Nghiệp Của 30 Doanh Nghiệp Thành Công,DAVID LESTER,60000,481,56,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/ba/5d/5e/72ca52331ed155bc87e21301c92ee3c2.jpg
Để Làm Nên Sự Nghiệp (Tái Bản),H.N. CASSON,88800,1011,41,4.5,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/12/ab/97/e32486627943ff54b00066620f7bd3fd.jpg
Đối Thoại Với Những Người Tiên Phong,VŨ KIM HẠNH,200000,15,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/93/44/4f/4a8de599a36d914d3bd3395c339afe51.jpg
Bí Quyết Khởi Nghiệp Kinh Doanh Và Quản Lý Quán Cà Phê Từ A-Z,NGUYỄN TẤN TRUNG,219000,70,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/9b/79/54/c4c874fc3e5b10bb1a58a3cb4b980863.jpg
Kinh Điển Về Khởi Nghiệp - Thực Hành,BILL AULET,192000,100,4,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/66/54/25/f8b1f795561a28151e08fbfe30db0ff1.jpg
Kinh Doanh Chuyên Môn Của Chính Mình - Kế Hoạch Cho Sự Nghiệp Tự Chủ Và Bền Vững,LINH PHAN,163400,404,14,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/e1/06/d0/22aab29508f2e055161d5635183d8ee4.jpg
Thực Hành Khởi Nghiệp - Từng Bước Nhỏ Làm Chủ Doanh Nghiệp Lớn,N/A,120000,1260,142,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/26/01/df/bd113d3e2c377666d27ea5778e376fbc.png
Bạn đã có sẵn mọi tố chất cần thiết để khởi nghiệp thành công,"ASH ALI, HASAN KUBBA",90200,15,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/3e/be/df/7a5eb12510e4aaa57ea5bf40b26f32df.jpg
Bí mật tài chính người giàu - Làm thuê hay khởi nghiệp,NGUYỄN MINH NGỌC,55400,639,44,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/20/80/a1/f6fa2760c6ba9016be99595c9fc49c61.jpg
Clean code – Mã sạch và con đường trở thành lập trình viên giỏi,ROBERT CECIL MARTIN,318000,145,38,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/bb/7b/44/ce429e882fd39ccbf69a407bcfe9643a.jpg
Xây Dựng Sự Độc Đáo - Cách Để Khởi Nghiệp Từ Đam Mê,RICCARDO POZZOLL,58700,47,3,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/8e/a6/f2/5211316c158e615b2c1f7c1906af84a0.jpg
