ten sach,ten tac gia,gia sach,so luong da ban,so luong binh luan,danh gia trung binh,anh sach
Phương Pháp Thực Chiến Hiệu Suất Cao Đến Từ Nhà Quán Quân Giao Dịch Tài Chính,N/A,339000,295,45,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/94/c1/90/f0f0854aa6260331b8b36bf2a04a7b86.jpg
Bản Đồ Về Dòng Tiền: Hiểu Và Áp Dụng Sơ Đồ Kế Toán Trong Doanh Nghiệp Và Đời Sống,N/A,106067,516,47,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/1b/30/73/dfa5300799e946991173babcc916dc5d.jpg
Combo 2 Cuốn: Kế Toán Tài Chính (Tập 1 & 2),TRẦN XUÂN NAM (MAASTRICHT MBA),430000,440,84,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/92/54/aa/c5b45e3ea25c42e146b4053e1d812183.jpg
Kế Toán Quản Trị Áp Dụng Cho Các Doanh Nghiệp Việt Nam,PGS. TS VÕ VĂN NHỊ,187200,227,21,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/49/3c/5e/b1e4fa3934255da8233c3ff147da6a74.jpg
Payback Time - Ngày Đòi Nợ,PHIL TOWN,299000,32431,4432,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/d0/ca/fc/0d2576856e841faf8180880cdc01c481.jpg
Dòng Tiền Gắn Liền Lợi Nhuận,MIKE MICHALOWICZ,119000,2706,267,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/2c/7d/ce/1c359b4882c7fce1df8612f2b2ecbec3.jpg
Payback Time - Ngày Đòi Nợ,PHIL TOWN,299000,32431,4432,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/d0/ca/fc/0d2576856e841faf8180880cdc01c481.jpg
Chiến Tranh Tiền Tệ - Phần III,SONG HONG BINH,127000,4322,731,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/75/66/6e/64825d89a7305a6a5d886f34d2911077.jpg
Tài Chính Cho Mọi Người,PACO DE LEON,153000,22,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/cd/6b/5e/706bda1ffaf02825abbf04132365f7dd.jpg
Bản Đồ Về Dòng Tiền: Hiểu Và Áp Dụng Sơ Đồ Kế Toán Trong Doanh Nghiệp Và Đời Sống,N/A,108750,541,42,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/90/1c/14/d5c0805a6ba0e77b80b9e2f8f3ec2e05.jpg
LÀM GIÀU TỪ SIÊU CỔ PHIẾU – Câu Chuyện Của Gã Du Mục Phố Wall – JESSE C. STINE,N/A,399000,617,77,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/96/15/78/587b06b618f7369d9a1af2e0fcbb59f4.png
PHƯƠNG PHÁP QUẢN TRỊ VỐN TRONG ĐẦU TƯ CHỨNG KHOÁN (Money Management System),N/A,348000,84,8,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/26/d5/e6/10bc06b1b42a9c94cf847fa3a498e15f.jpg
Đánh Bại Thị Trường Forex - Tư Duy Khác Biệt Và Kỹ Thuật Giao Dịch của Chuyên Gia Quản Lý Quỹ Triệu Đô,N/A,322000,201,25,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/d5/af/94/954ca52c63243fcaf1994c80ffd275e4.jpg
Combo 4 Phần Chiến Tranh Tiền Tệ Song Hong Bing (Tặng Kèm Móc Khóa + Bookmark),N/A,625500,87,10,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/0e/2b/9e/6d6810f3551fb3ef4bca58ed8b1f31b8.jpg
Sách - Cắt giảm chi phí - Quản lý kiểm soát và chuyển đổi phí thành lợi nhuận - Nicebooks,NHIEU TAC GIA,142450,35,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/b6/d9/99/84a55825fca803a69afcacf8b25e7a6b.png
Tiền Đẻ Ra Tiền: Đầu Tư Tài Chính Thông Minh,DUCAN BANNATYNE,90300,3237,571,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/97/b4/39/5e81d7f66dada42752efb220d7b2956c.jpg
Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,"WILLIAM J. O’NEIL, MATTHEW GALGANI",700000,15905,2442,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/8b/fa/c5/052b0ce6bf190057e86c7eb1e101f1d9.jpg
Mô Hình Biểu Đồ - Phương pháp Hiệu quả để Tìm kiếm Lợi nhuận,N/A,368000,2586,415,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/f1/a2/c2/b55d4c2384d7904fd77a96962b7d68e0.jpg
Trading in The Zone - Thực Hành Kiểm Soát Cảm Xúc bằng Tâm Lý Học Hành Vi trong Đầu Tư và Giao Dịch,MARK DOUGLAS,285000,1821,198,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/8f/13/63/74d6dd64e0808cd0970d4139d739b5c3.jpg
Tuyệt kỹ Giao dịch bằng đồ thị nến Nhật – Japanese Candlestick Charting Techniques,STEVE NISON,499000,13239,2318,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/db/98/ee/00282e1d53daef42ca606dfaa6173af4.jpg
Học Về Tiền - Cách Bạn Đầu Tư Là Cách Bạn Giàu Có,JEONG SEON-YONG,85000,312,30,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/99/74/7c/65a1603518b5fd9fe53c98bd182c851f.jpg
Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022),SONG HONG BING,123000,3094,383,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/72/4a/44/91e6fdddd973b8b7f60a40a50ed871c2.jpg
"Cổ Phiếu Thường, Lợi Nhuận Phi Thường (Tái Bản)",PHILIP A. FISHER,144000,5493,441,4.6,https://salt.tikicdn.com/cache/280x280/ts/product/e2/8d/5e/1d32ea884ecaea45182dae14f5708122.jpg
Kỹ Thuật Giao Dịch Để Kiếm Tiền Hàng Ngày Trên Thị Trường Chứng Khoán – Day Trade For A Living,ANDREW AZIZ,298000,7256,973,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/a8/3b/f3/646088544557c6fbc88d1ae11a50ad8f.jpg
Cách thức kinh doanh và đầu cơ cổ phiếu! – How to Trade in Stocks,RICHARD SMITTEN,349000,4263,806,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/6e/4e/e7/40b3eff9c478d2a631cc5a1fe9bc936e.jpg
21 Nguyên Tắc Tự Do Tài Chính (Tái Bản),BRIAN TRACY,41300,1984,175,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/16/4b/7a/79be0c1ab963a8bc29961ada3d3a633d.jpg
"Basic Economics: Kinh tế học cơ bản, a bờ cờ, kinh tế học nhập môn cho nhà đầu tư",THOMAS SOWELL,569000,1450,208,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/c2/ec/cb/c3ef69924d94739bac137bfe7957588a.jpg
How Money Works - Hiểu Hết Về Tiền,DỊCH GIẢ BÙI THỊ QUỲNH CHI,195000,9766,1430,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/d9/00/9e/9ba4a6dbd6700f9c6abd30f1a65b93c4.jpg
Thuế Và Kế Toán Thuế Trong Doanh Nghiệp - Lý Thuyết Và Thực Hành (Tái Bản 2023),NHIỀU TÁC GIẢ,217500,68,7,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/7c/7d/50/0807f365ae1325f93fd7ab97085196ae.jpg
Nhà Lãnh Đạo Tương Lai (Tái Bản),JACOB MORGAN,141000,536,22,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/7c/e3/d6/3e9d52cae3f8c109419451de70905508.jpg
Kế Toán Vỉa Hè - Thực Hành Báo Cáo Tài Chính Căn Bản Từ Quầy Bán Nước Chanh,N/A,164100,130,3,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/69/75/75/d23ecac31568454011a42d72b20bfe4f.jpg
"Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""","VICKY ROBIN, JOE DOMINGUEZ",138000,1057,141,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/50/92/37/d0b36612adb0e0477e6daaebd19ed28e.jpg
Chủ nghĩa Tư bản và Tự do – Capitalism and Freedom,MILTON FRIEDMAN,130000,852,84,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/e2/9a/73/63c0dadee17e4636e6d5ca3cb069db21.jpg
Phương pháp VPA - Kỹ thuật nhận diện Dòng Tiền Thông Minh bằng Hành Động Giá kết hợp Khối Lượng Giao Dịch,ANNA COULLING,332000,5184,1000,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/24/b0/aa/e6e03156c998685e51b0ad7ae56d0559.jpg
Pháp Lý M&A Căn Bản (Tái Bản),LUẬT SƯ TRƯƠNG HỮU NGỮ,113000,155,8,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/05/0b/bb/369479066bcefb96e7e762262684f5fd.jpg
Vỡ lòng về tiền tệ - Money for Beginners,"MATTHEW OLDHAM, LARA BRYAN, EDDIE REYNOLDS",121000,1001,79,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/21/2a/05/0ebcf438b1c5440d8b066db3abc00295.jpg
Phân Tích Dòng Tiền Trong Đầu Tư Bất Động Sản,TỪ VIỄN,122000,203,11,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/29/02/1c/e0830a40723cd866626311b4440d0f59.jpg
Combo 4 Phần Chiến Tranh Tiền Tệ Song Hong Bing (Tặng Kèm Móc Khóa + Bookmark),N/A,510000,8,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/0e/2b/9e/6d6810f3551fb3ef4bca58ed8b1f31b8.jpg
Tâm Lý Học Về Tiền,MORGAN HOUSEL,123039,1164,132,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/83/23/b7/14a42ae4f66c9b8b298aaef4b9671442.jpg
Blockchain: Bước ngoặt lịch sử hay chỉ là bong bóng? - Hiện tại và tương lai của công nghệ Blockchain và tiền điện tử,"NEEL MEHTA, ADITYA AGASHE, PARTH DETROJA",389000,60,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/90/fe/8b/5551434bb2c7227066e0d44b1cb83d5b.png
Thực Học Của Inamori Kazuo: Quản Trị Và Kế Toán,INAMORI KAZUO,71300,665,23,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/c4/2d/60/56b548357ebf2dbe2722492b847d6c1c.jpg
Điều Quan Trọng Nhất – The Most Important Thing,HOWARD MARKS,299000,5038,636,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/76/09/37/4695171596b5437d6ddbca1ab9790a6a.jpg
Đầu Tư Vào Vàng - Khoản Đầu Tư Tuyệt Đối An Toàn Thiết Yếu Cho Mỗi Danh Mục Đầu Tư (Jonathan Spall),JONATHAN SPALL,114000,11,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/b8/e1/63/b606661a3288fd28289c3e12c9659d4a.jpg
"Chế Độ Kế Toán Hành Chính, Sự Nghiệp (theo Thông tư 24/2024/TT-BTC ngày 17/4/2024 của Bộ trưởng Bộ Tài chính)",BỘ TÀI CHÍNH,483000,23,3,4.0,https://salt.tikicdn.com/cache/280x280/ts/product/34/ea/26/fe6f8702f79bcf7502f5330baf0807b8.png
Người đàn ông đánh bại mọi thị trường - A man for all markets,EDWARD O. THORP,349000,6677,729,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/46/99/0b/402ab24f9507fc23c8ebb93554b35b93.jpg
