ten sach,ten tac gia,gia sach,so luong da ban,so luong binh luan,danh gia trung binh,anh sach
SINH HỌC PHÂN TỬ CỦA TẾ BÀO 02 - DI TRUYỀN HỌC VÀ SINH HỌC PHÂN TỬ - NXB Trẻ,NHIEU TAC GIA,321900,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/26/b8/af/1652b326068b21e1b0a132e2a124f468.jpg
Sinh Học Phân Tử Của Tế Bào 05Sự Sinh Trưởng Và Phát Triển Của Tế Bào - Bản Quyền,N/A,268400,N/A,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/7c/47/54/1862ee515910c4a2a2044d33cbd1b6ce.jpg
Toán Học - Một Thiên Tiểu Thuyết,MICKAËL LAUNAY,88100,4014,472,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/c1/81/4f/6afd42c4b16807406b00a4a0772060a5.jpg
Vũ trụ,CARL SAGAN,142000,50,4,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/fd/53/6f/8131464fdaa1293420375817616af687.jpg
Khoa Học Khám Phá - Mật Mã - Từ Cổ Điển Đến Lượng Tử (Tái Bản),SIMON SINGH,199000,852,104,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/62/e6/40/9e6ca1624f11abdd423ace5743ea4738.jpg
Khoa Học Khám Phá - Vũ Trụ Toàn Ảnh,MICHAEL TALBOT,152000,1312,112,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/31/d4/fc/620b8f08338464d524ebf3cb6b325c01.jpg
Điều Gì Đó Ẩn Sâu: Thế Giới Lượng Tử Và Không - Thời Gian Đột Sinh (NXB Trẻ),N/A,184800,2,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/66/73/a5/49819722b92cd875ea05d4bf62c97380.jpg
Einstein Và Heisenberg - Những Người Đặt Nền Tảng Cho Vật Lý Hiện Đại,N/A,130560,3,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/a5/c8/0c/303482b6dc1a69ce664ed8e0cb82140d.jpg
Hóa Học Hữu Cơ Tập 2,NGUYỄN ĐÌNH THÀNH,568000,26,3,5.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/9/0/90.u5429.d20170718.t165308.46675.gif
Thời Đại Ai - Và Tương Lai Loài Người Chúng Ta - Nhiều tác giả - Mai Chí Trung dịch - (bìa mềm),N/A,92000,16,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/93/fb/86/75a5f0a9518f2043be0b7cb37907be37.jpg
Hóa Học Hữu Cơ Tập 3,NGUYỄN ĐÌNH THÀNH,612000,32,2,5.0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/8/9/89.u5429.d20170718.t164107.251319.gif
Mô Hình Hồi Quy Và Khám Phá Khoa Học,NGUYỄN VĂN TUẤN,133500,318,79,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/66/22/5d/82b0af4f67450ee8293ad0eddb00caca.jpg
Chiếc Thìa Biến Mất,SAM KEAN,99600,298,73,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/cf/20/85/8887e7ec3f0630520a500d73cc0acd67.jpg
CƠ HỌC LƯỢNG TỬ & THUYẾT TƯƠNG ĐỐI – Hai trụ cột của vật lý hiện đại – GS Phạm Xuân Yêm - Nxb Tri Thức (Bìa mềm),N/A,182750,7,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/c3/08/98/1121f99938103ca77448b3522413b4b4.jpg
Làm sao để…? Lời khuyên khoa học lạ thường cho những vấn đề đời thường,ANH VŨ,160000,4,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/be/ed/2d/8c0cc3c217423884046b5f728cfd6bf2.jpg
Đào Tạo Giáo Viên Trở Thành Người Chuyên Nghiệp,N/A,88825,38,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/47/1d/75/e3f0e8d564eae93a37589f3ee5acc7e9.jpg
Cầu Extradosed,"GS.TS. NGUYỄN VIẾT TRUNG, TS. TRẦN VIỆT HÙNG",80000,42,6,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/a1/26/30/20c7ea74baac6012d49b1f98e6b955a4.jpg
Khoa Học Khám Phá - Cuộc Phiêu Lưu Cuối Cùng Của Feynman,RALPH LEIGHTON,121000,482,20,4.5,https://salt.tikicdn.com/cache/280x280/ts/product/7a/d8/47/cdb0cc3676e35f934a811f2964618835.jpg
SUY NGHĨ THỐNG KÊ TRONG ĐỜI THƯỜNG – Nguyễn Văn Tuấn – Nxb Tổng hợp Thành phố Hồ Chí Minh (bìa mềm),N/A,148000,16,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/62/4f/89/a91b569fd4f1c34c5baa0c659696d47e.jpg
Khoa Học Khám Phá - Ngôn Ngữ Của Đối Xứng,MARIO LIVIO,123000,258,4,3.5,https://salt.tikicdn.com/cache/280x280/ts/product/94/e0/d2/3677fefcb680873eba759b6c5688164a.jpg
Nguồn Gốc Cảm Xúc,N/A,271900,29,2,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/eb/8d/69/b949d2e1e30a9fda45222190e5073e10.jpg
Đợt Tuyệt Chủng Thứ Sáu - The Sixth Extinction (Tái Bản 2023),ELIZABETH KOLBERT,122200,7,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/93/76/5c/d255215e1a223f82c40c4be1fa6ba48f.jpg
Đốm Xanh Mờ - Tầm Nhìn Về Tương Lai Của Loài Người Trong Không Gian,CARL SAGAN,225000,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/cf/41/74/1b0027abc2c9083e39abb27d04869e05.jpg
Endurance Hành Trình Không Gian,SCOTT KELLY,125000,111,26,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/fa/92/14/fc1b9f9eea82addf24403f726287394d.jpg
ĐỌC HIỂU CÔNG TRÌNH KIẾN TRÚC - Carol Davidson Cragoe – Nguyễn Công Hiệp dịch – Omega Plus – NXB Dân trí,N/A,180000,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/d2/e3/67/ccb67b0c6a8705248da8b6a2f32b7c5e.png
Các Thế Giới Song Song ( Free Bookcare + sổ tay xương rồng ),MICHIO KAKU,108800,22,3,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/40/fd/05/ff7a0948bdb48c126907b86e49829746.jpg
Bộ Sách Vũ Trụ - Xa Hơn Mây Oort – Tới Ranh Giới Cúa Không Gian Và Thời Gian,ĐẶNG VŨ TUẤN SƠN,127000,29,3,4.7,https://salt.tikicdn.com/cache/280x280/ts/product/1d/30/68/7a73553f5a8e7843ccb2b690817df393.jpg
Sách-Sự tiến hóa của vật lý,N/A,126000,3,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/d9/f8/bb/eb40a23b8eec616df17aa7890c22f1f1.jpg
ENSTEIN VÀ HEISENBERG - NHỮNG NGƯỜI ĐẶT NỀN TẢNG CHO VẬT LÝ HIỆN ĐẠI – Konrad Klenknecht – Nguyễn Lê Tiến dịch - NXB Tổng hợp HCM,N/A,152000,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/2f/18/e4/3054caff949d4f3529e34dadfb94a7b1.jpg
Cẩm nang nghiên cứu khoa học: Từ ý tưởng đến công bố (Tái bản có chỉnh sửa 2023) - GS. Nguyễn Văn Tuấn - (bìa mềm),GS.TS. NGUYỄN VĂN TUẤN,144000,2,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/f2/1f/47/7263f1f5f2497d4c46bddfee92b7df0b.jpg
KHKP - Dòng Sông Trôi Khuất Địa Đàng - Tái Bản 2022 - Bản Quyền,N/A,67500,1,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/74/7a/43/c08ec99ed99b02faf9a41d9d7f9fbea0.jpg
Điều Gì Đó Ẩn Sâu: Thế Giới Lượng Tử Và Không - Thời Gian Đột Sinh,SEAN CARROLL,184000,12,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/70/29/37/c0522541bec99046ac0e34357b867531.jpg
Năng Lượng,RICHARD RHODES,182000,403,90,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/02/7a/d4/8127c85fb869784a0f2f1f8bb09a262d.jpg
Khoa Học Về Gia Vị - Hiểu Các Kết Nối Hương Vị Và Cách Mạng Hóa Việc Nấu Ăn - Bìa Cứng,DK,271500,21,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/04/bd/e7/b77e6a31c7a0d5863b6c9fccbcdb6f23.jpg
Sách EIGHT - 8 Cách Làm Chủ Trí Thông Minh Nhân Tạo (Bìa mềm),LEE JI-SUNG,126750,31,0,0.0,https://salt.tikicdn.com/cache/280x280/ts/product/b1/f1/2f/3cf8581df4f6ced5d09bd0570270c771.jpg
Aristotle Và Lý Tưởng Giáo Dục Hy Lạp Cổ Đại,N/A,129900,8,1,5.0,https://salt.tikicdn.com/cache/280x280/ts/product/82/7c/47/1d503f4f9c0e1eafed1276b30c20c579.jpg
Giai Điệu Bí Ẩn Và Con người Đã Tạo Nên Vũ Trụ (Tái bản),TRỊNH XUÂN THUẬN,177000,118,9,4.8,https://salt.tikicdn.com/cache/280x280/ts/product/d1/06/98/7a818200194a77a9d11bb124b256053d.jpg
